EruptionId,VolcanoName,Country,Region,Latitude,Longitude,Elevation,Morphology,EventYear,EventMonth,EventDay,VEI,DeathsTotal,InjuriesTotal,HousesDestroyed,DamageMillionsUSD,Agent,TimeErupt,Status
5605,Banda Api,Pacific Ocean,Banda Sea,-4.523,129.881,596,Caldera,1835,11,1,,,,,,,D1,Historical
5624,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,1863,8,17,,,,,,,D1,Historical
5644,Kuwae,Vanuatu,Vanuatu-SW Pacific,-16.83,168.523,-2,Caldera,1958,10,7,2,,,,,,D1,Historical
5664,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,1878,2,11,,,,,,,D1,Historical
5704,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2010,1,,3,,,,,,D1,Historical
5705,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2010,11,,3,,,,,,D1,Historical
5706,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2011,4,,4,,,,,,D1,Historical
5724,Tolbachik,Russia,Kamchatka,55.832,160.326,3611,Shield volcano,2012,12,12,,,,,,,D1,Historical
5744,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,1998,4,28,,,,,,L,D1,Historical
5745,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2000,11,3,,2,,,,G,D1,Historical
5746,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2012,3,2,,,,,,L,D1,Historical
5784,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2013,2,12,,1,1,,,M,D1,Historical
5804,Coropuna,Peru,Peru,-15.52,-72.65,6377,Stratovolcano,1784,7,,,,,,,,D1,Historical
5824,Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,2013,2,,,,,,,,D1,Historical
5844,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1329,6,28,3,,,,,,D1,Historical
5864,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,2013,5,7,,5,8,,,,D1,Historical
5884,Shishaldin,United States,Aleutian Is,54.756,-163.97,2857,Stratovolcano,1856,7,26,,,,,,,D1,Historical
5904,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1780,10,31,,,,,,,D1,Historical
5924,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,2013,9,4,,,,,,,D1,Historical
5944,Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,2013,8,10,3,5,,,,,D1,Historical
5964,Ubinas,Peru,Peru,-16.345,-70.897,5608,Stratovolcano,2013,9,1,,,,,,,D1,Historical
5984,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2013,9,15,2,,,,,,U,Holocene
6004,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2014,2,1,,17,3,,,,U,Holocene
6024,Kelud,Indonesia,Java,-7.935,112.314,1730,Stratovolcano,2014,2,13,,7,,4098,,,D1,Historical
6044,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1953,3,25,2,,,,,,D1,Historical
6064,Ontakesan,Japan,Honshu-Japan,35.893,137.48,3067,Complex volcano,2014,9,27,3,55,70,,,,D1,Historical
6084,Fogo,Cape Verde,Cape Verde Is,14.95,-24.35,2829,Stratovolcano,2014,11,23,,,,230,,L,D1,Historical
6104,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2014,11,10,,,,1,14.5,,D1,Historical
6124,Calbuco,Chile,Chile-S,-41.33,-72.618,1974,Stratovolcano,1961,1,25,3,,,,,,D2,Historical
6125,Calbuco,Chile,Chile-S,-41.33,-72.618,1974,Stratovolcano,1893,1,7,4,,,,,,D2,Historical
6126,Calbuco,Chile,Chile-S,-41.33,-72.618,1974,Stratovolcano,2015,4,22,,,,,,,D2,Historical
6144,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,2015,5,7,,,,,,,D1,Historical
6164,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2015,2,20,,,,,,,U,Holocene
6165,Gamalama,Indonesia,Halmahera-Indonesia,0.81,127.332,1714,Stratovolcano,2014,12,18,,1,4,,,,D1,Historical
6184,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2004,10,24,4,5,,,,T,D1,Historical
6185,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2005,1,27,4,1,14,,,T,D1,Historical
6186,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2007,3,,4,4,1,,,M,D1,Historical
6187,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2015,7,31,2,,2,,,,D1,Historical
6204,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2015,10,16,,1,,,,M,U,Holocene
6224,"Hudson, Cerro",Chile,Chile-S,-45.9,-72.97,1905,Stratovolcano,1973,4,5,,2,,,,M,D1,Historical
6244,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,1873,,,,9,,,,"G,T",D2,Historical
6245,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2001,10,20,2,1,,,,T,D1,Historical
6246,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1669,3,19,3,2,5,,,L,D1,Historical
6264,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1984,10,16,3,1,,,,S,D1,Historical
6265,Ararat,Turkey,Turkey,39.7,44.3,5165,Stratovolcano,1840,7,2,3,1900,,,,P,U,Holocene
6266,Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470,Stratovolcano,1990,11,21,,1,,,,S,D1,Historical
6267,Karthala,Comoros,Indian O-W,-11.75,43.38,2361,Shield volcano,1903,,,,17,,,,G,D1,Historical
6268,Taupo,New Zealand,New Zealand,-38.781,175.893,760,Caldera,1846,5,7,,63,,,,m,D6,Radiocarbon
6269,Taupo,New Zealand,New Zealand,-38.781,175.893,760,Caldera,1910,3,20,,1,,,,m,D6,Radiocarbon
6270,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,1953,12,24,,151,,,,m,D1,Historical
6284,Rabaul,Papua New Guinea,New Britain-SW Pac,-4.246,152.194,688,Pyroclastic shield,1990,6,24,,6,,,,G,D1,Historical
6304,Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,1914,,,,100,,,,L,D1,Historical
6305,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,1995,2,4,3,2,,,,T,D1,Historical
6324,Salak,Indonesia,Java,-6.716,106.733,2218,Stratovolcano,2007,7,7,,6,,,,G,D2,Historical
6325,Tangkuban Parahu,Indonesia,Java,-6.77,107.6,2084,Stratovolcano,1923,6,,,3,,,,G,D1,Historical
6326,Tangkuban Parahu,Indonesia,Java,-6.77,107.6,2084,Stratovolcano,1978,,,,3,,,,I,D1,Historical
6327,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565,Complex volcano,1992,3,18,,1,2,,,G,D1,Historical
6328,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1872,4,17,4,170,,,,P,D1,Historical
6329,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1932,2,,,,,,,m,D1,Historical
6344,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1962,10,,,2,5,,,m,D1,Historical
6345,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1974,10,22,2,9,,6,,M,D1,Historical
6346,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1976,11,25,2,29,,306,,M,D1,Historical
6347,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,1997,1,14,2,6,,,,,D1,Historical
6348,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2000,11,,2,1,,,,A,D1,Historical
6349,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2001,8,5,2,2,,,,P,D1,Historical
6364,Kelud,Indonesia,Java,-7.935,112.314,1730,Stratovolcano,1990,11,25,,4,,,,m,D1,Historical
6365,Kelud,Indonesia,Java,-7.935,112.314,1730,Stratovolcano,1998,7,,,10,,,,m,D1,Historical
6366,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,1981,5,14,3,372,152,,,m,D1,Historical
6367,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,1988,7,30,3,1,,,,T,D1,Historical
6368,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,1992,,,3,3,,,,T,D1,Historical
6369,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,1994,2,3,3,6,,,,P,D1,Historical
6370,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,1997,9,2,3,2,,,,T,D1,Historical
6371,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,2000,7,27,3,2,,,,T,D1,Historical
6372,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,2002,,,3,3,,,,T,D1,Historical
6384,Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726,Stratovolcano,1994,11,3,3,31,,,,m,D1,Historical
6404,Kelimutu,Indonesia,Lesser Sunda Is,-8.77,121.82,1639,Complex volcano,1995,5,15,,1,,,,,D1,Historical
6405,Egon,Indonesia,Lesser Sunda Is,-8.676,122.455,1661,Stratovolcano,2004,1,29,1,1,,,,T,D2,Historical
6408,Wurlali,Indonesia,Banda Sea,-7.125,128.675,868,Stratovolcano,1993,1,21,,1,12,,,m,D3,Historical
6409,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,1992,1,21,2,2,,,,M,D1,Historical
6424,Melebingoy,Philippines,Mindanao-Philippines,6.113,124.892,1824,Stratovolcano,1995,9,6,,60,,300,,,D5,Historical
6425,Camiguin,Philippines,Mindanao-Philippines,9.203,124.673,1552,Stratovolcano,1949,6,,3,2,,,,P,D2,Historical
6426,Camiguin,Philippines,Mindanao-Philippines,9.203,124.673,1552,Stratovolcano,1951,12,4,3,500,,,,P,D2,Historical
6427,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,1875,,,,1500,,,,m,D1,Historical
6428,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,1993,6,26,1,4,,,,m,D1,Historical
6429,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,1993,10,4,,14,,,,m,D1,Historical
6444,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,1989,8,26,,2,,,,G,D1,Historical
6445,Unzendake,Japan,Kyushu-Japan,32.761,130.299,1483,Complex volcano,1957,7,,,13,,,,m,D1,Historical
6446,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1989,2,12,,1,,,,G,D1,Historical
6447,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1990,3,26,2,1,,,,G,D1,Historical
6464,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1990,4,18,2,1,,,,G,D1,Historical
6465,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1990,10,19,2,1,,,,G,D1,Historical
6466,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1994,5,29,1,1,,,,G,D1,Historical
6467,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1997,11,23,,2,,,,G,D1,Historical
6468,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438,Complex volcano,1933,5,10,,1,,,,G,D7,Radiocarbon
6469,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438,Complex volcano,1951,11,5,,2,,,,G,D7,Radiocarbon
6470,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438,Complex volcano,1952,3,27,,1,,,,G,D7,Radiocarbon
6471,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438,Complex volcano,1953,7,26,,10,,,,A,D7,Radiocarbon
6472,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438,Complex volcano,1972,10,2,,2,,,,,D7,Radiocarbon
6473,Ontakesan,Japan,Honshu-Japan,35.893,137.48,3067,Complex volcano,1984,9,14,,29,,,,A,D1,Historical
6474,Yakedake,Japan,Honshu-Japan,36.227,137.587,2455,Stratovolcano,1995,2,11,1,4,,,,T,D1,Historical
6484,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621,Stratovolcano,1858,4,23,,,,,,m,D3,Historical
6485,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621,Stratovolcano,1858,7,3,,,,,,m,D3,Historical
6486,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621,Stratovolcano,1954,7,21,,1,,,,G,D3,Historical
6487,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621,Stratovolcano,1961,4,23,,1,,,,G,D3,Historical
6504,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1913,5,29,1,1,1,,,T,D1,Historical
6505,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1938,7,16,1,,,,,T,D1,Historical
6506,Kusatsu-Shiranesan,Japan,Honshu-Japan,36.618,138.528,2165,Stratovolcano,1971,12,27,,6,,,,G,D1,Historical
6507,Kusatsu-Shiranesan,Japan,Honshu-Japan,36.618,138.528,2165,Stratovolcano,1976,8,3,,3,,,,G,D1,Historical
6508,Akagisan,Japan,Honshu-Japan,36.56,139.193,1828,Stratovolcano,1947,9,16,,699,,,,m,D6,Historical
6509,Nasudake,Japan,Honshu-Japan,37.125,139.963,1915,Stratovolcano,1919,7,6,,2,,,,G,D2,Historical
6510,Nasudake,Japan,Honshu-Japan,37.125,139.963,1915,Stratovolcano,1921,11,26,,1,,,,G,D2,Historical
6511,Bandaisan,Japan,Honshu-Japan,37.601,140.072,1816,Stratovolcano,1938,5,9,,2,,,,m,D3,Historical
6524,Adatarayama,Japan,Honshu-Japan,37.647,140.281,1728,Stratovolcano,1997,9,15,,4,,,,G,D1,Historical
6525,Naruko,Japan,Honshu-Japan,38.729,140.734,470,Caldera,1969,8,26,,1,,,,G,D6,Historical
6544,Akita-Yakeyama,Japan,Honshu-Japan,39.964,140.757,1366,Complex volcano,1986,5,8,,1,,,,G,D1,Historical
6545,Akita-Yakeyama,Japan,Honshu-Japan,39.964,140.757,1366,Complex volcano,1988,,,,3,,,,I,D1,Historical
6546,Hakkodasan,Japan,Honshu-Japan,40.659,140.877,1585,Stratovolcano,1997,7,12,,3,,,,G,U,Holocene
6547,Toya,Japan,Hokkaido-Japan,42.544,140.839,733,Stratovolcano,1944,8,26,2,1,,1,,G,D1,Historical
6548,Toya,Japan,Hokkaido-Japan,42.544,140.839,733,Stratovolcano,1977,8,7,3,3,,,,I,D1,Historical
6549,Taisetsuzan,Japan,Hokkaido-Japan,43.664,142.854,2291,Stratovolcano,1958,7,21,,2,,,,G,D6,Tephrochronology
6550,Taisetsuzan,Japan,Hokkaido-Japan,43.664,142.854,2291,Stratovolcano,1961,6,18,,2,,,,G,D6,Tephrochronology
6564,Mutnovsky,Russia,Kamchatka,52.449,158.196,2288,Complex volcano,1991,6,,,1,,,,I,D2,Historical
6565,Vilyuchinsky,Russia,Kamchatka,52.7,158.28,2173,Stratovolcano,1981,,,,,,,,A,D7,Tephrochronology
6566,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2016,5,9,,1,4,,,,U,Holocene
6567,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2016,5,21,,7,3,,100,,U,Holocene
6568,Hood,United States,US-Oregon,45.374,-121.695,3426,Stratovolcano,1934,,,,1,,,,G,D3,Historical
6569,Hood,United States,US-Oregon,45.374,-121.695,3426,Stratovolcano,1980,12,25,,1,,,,m,D3,Historical
6570,Hualalai,United States,Hawaiian Is,19.692,-155.87,2523,Shield volcano,1784,,,,,,,,L,D3,Historical
6584,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,1590,1,15,3,,,,,I,D1,Historical
6585,"Chichon, El",Mexico,Mexico,17.36,-93.23,1150,Tuff cone,1375,,,5,,,,,M,D1,Historical
6604,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2381,Stratovolcano,2005,10,1,3,2,,,,A,D2,Historical
6605,San Cristobal,Nicaragua,Nicaragua,12.702,-87.004,1745,Stratovolcano,1998,10,30,,1620,,,,m,D1,Historical
6606,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1670,Stratovolcano,2000,8,23,3,2,1,,,P,D1,Historical
6607,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3436,Stratovolcano,1963,3,17,3,15,,,,T,D1,Historical
6624,"Huila, Nevado del",Colombia,Colombia,2.93,-76.03,5364,Stratovolcano,1994,6,6,,650,,200,2.4,m,D5,Historical
6625,Reventador,Ecuador,Ecuador,-0.077,-77.656,3562,Stratovolcano,2002,11,3,4,,,,,I,D1,Historical
6626,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,1993,3,12,1,2,,,,T,D1,Historical
6627,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,-455,,,4,,,,,M,D2,Historical
6628,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,-1010,,,5,,,,,,D1,Historical
6644,Hekla,Iceland,Iceland-S,63.983,-19.666,1490,Stratovolcano,1510,10,15,4,,,,,I,D1,Historical
6645,Grimsvotn,Iceland,Iceland-NE,64.416,-17.316,1719,Caldera,1860,,,,1,,,,m,D1,Historical
6646,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,-2420,,,5,,,,,"P,T",D2,Historical
6664,Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,515,Caldera,1892,8,30,2,,,,,,D2,Historical
6684,Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.386,165.804,796,Stratovolcano,1897,3,26,2,,,,,W,D1,Historical
6704,Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726,Stratovolcano,2016,9,27,,,,,,,D1,Historical
6724,Yellowstone,United States,US-Wyoming,44.43,-110.67,2805,Caldera,2016,6,9,,1,,,,,D7,Tephrochronology
6744,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,2016,10,8,,,,,,T,D1,Historical
6764,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2017,4,13,2,,,,,P,U,Holocene
6784,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565,Complex volcano,2017,7,1,,8,11,,,,D1,Historical
6804,Campi Flegrei,Italy,Italy,40.827,14.139,458,Caldera,2017,9,12,,3,,,,,D5,Historical
6824,Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,2017,9,23,,,,,,T,D1,Historical
6844,Okataina,New Zealand,New Zealand,-38.157,176.507,1111,Lava dome,2015,10,,,1,,,,I,D1,Historical
6845,Okataina,New Zealand,New Zealand,-38.157,176.507,1111,Lava dome,2013,12,13,,1,,,,G,D1,Historical
6864,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2018,4,28,1,,1,716,370,L,D1,Historical
6884,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2017,12,18,,8,8,,,A,D1,Historical
6904,Kadovar,Papua New Guinea,New Guinea-NE of,-3.608,144.588,365,Stratovolcano,2018,1,5,2,,,,,T,U,Holocene
6924,Kusatsu-Shiranesan,Japan,Honshu-Japan,36.618,138.528,2165,Stratovolcano,2018,1,23,1,1,11,,,T,D1,Historical
6944,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,2018,1,13,2,,1972,,3.564,"T,P",D1,Historical
6964,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2017,12,27,,,,,,T,U,Holocene
6965,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2017,3,15,,,10,,,P,D1,Historical
6984,Billy Mitchell,Papua New Guinea,Bougainville-SW Paci,-6.09,155.225,1544,Pyroclastic shield,1580,,,6,,,,,,D5,Radiocarbon
7004,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2018,2,1,1,1,3,,,G,D1,Historical
7044,Sarychev Peak,Russia,Kuril Is,48.092,153.2,1496,Stratovolcano,1946,11,13,4,,,,,,D1,Historical
7084,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2017,6,6,2,,,,,P,D1,Historical
7104,Kadovar,Papua New Guinea,New Guinea-NE of,-3.608,144.588,365,Stratovolcano,2018,2,9,2,,,,,W,U,Holocene
7124,Ijen,Indonesia,Java,-8.058,114.242,2769,Stratovolcano,2018,3,21,,,30,,,G,D1,Historical
7144,Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,2018,3,30,3,4,,,,"T,G,M",D1,Historical
7164,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2018,6,3,2,201,27,186,120,P,D1,Historical
7184,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2018,7,16,,,23,,1,T,D1,Historical
7204,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2018,8,25,4,,,164,,"L,T",D1,Historical
7224,Kick 'em Jenny,Netherlands,W Indies,12.3,-61.64,-185,Submarine volcano,1939,7,24,1,,,,,T,D1,Historical
7244,Ambrym,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,2018,12,15,2,,,,,"S,T,G",D1,Historical
7264,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,2018,12,22,3,437,31943,2844,250,W,D1,Historical
7284,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2018,12,26,2,,28,15,115,S,D1,Historical
7304,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2019,1,7,4,,,,,T,D1,Historical
7324,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2019,5,7,4,,,,,T,U,Holocene
7344,Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334,Stratovolcano,2019,6,26,4,,2,,14,"P,T",D1,Historical
7345,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,2019,6,28,4,,,,,"A,P,T",D1,Historical
7364,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2019,7,3,2,1,1,,,"P,T,W",D1,Historical
7404,Dakataua,Papua New Guinea,New Britain-SW Pac,-5.046,150.1,408,Caldera,653,,,6,,,,,,D3,Anthropology
7424,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2019,8,28,2,,,,,W,D1,Historical
7444,"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,-20,Submarine volcanoes,1923,3,2,2,,,,,L,D2,Historical
7464,Whakaari/White Island,New Zealand,New Zealand,-37.52,177.18,294,Stratovolcano,2019,12,9,2,22,25,,,T,D1,Historical
7484,Taal,Philippines,Luzon-Philippines,14.011,120.998,311,Stratovolcano,2020,1,12,4,39,,4573,67,T,D1,Historical
7504,Ijen,Indonesia,Java,-8.058,114.242,2769,Stratovolcano,2020,5,29,,1,,,,"G,W, S",D1,Historical
7524,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.519,148.115,75,Stratovolcano,2007,5,19,1,,,,,"A,W",D1,Historical
7525,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,1981,10,20,1,,,,,"A,T,W",D1,Historical
7526,Dona Juana,Colombia,Colombia,1.5,-76.936,4137,Stratovolcano,1936,8,14,,18,,,,"A,F",D2,Historical
7527,Sangay,Ecuador,Ecuador,-2.005,-78.341,5286,Stratovolcano,2021,3,5,2,,,,,T,D1,Historical
7528,Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,1220,Stratovolcano,2021,4,9,4,,,,325,"T,W",D1,Historical
7529,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1906,11,28,2,,,,,W,D2,Historical
7530,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,6,8,2,,,,,W,D2,Historical
7531,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,6,19,2,,,,,W,D2,Historical
7532,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,6,27,2,,,,,W,D2,Historical
7533,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,7,9,2,,,,,W,D2,Historical
7534,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,7,25,2,,,,,W,D2,Historical
7535,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1797,,,2,,,,,"T,W",D1,Historical
7536,Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470,Stratovolcano,2021,5,22,2,32,,5000,,"L,I,S",D1,Historical
7537,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136,Submarine volcano,2015,5,2,,,,,,"S,W",D2,Historical
7538,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136,Submarine volcano,1984,6,13,,,,,,"W,S",D2,Historical
7539,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136,Submarine volcano,1996,9,4,,,,,,"S,W",D2,Historical
7540,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136,Submarine volcano,2006,1,1,,,,,,"S,W",D2,Historical
7541,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136,Submarine volcano,2018,5,6,,,,,,"S,W",D2,Historical
7542,Dempo,Indonesia,Sumatra,-4.016,103.121,3142,Stratovolcano,1770,,,,,,,,,D1,Historical
7543,Pacaya,Guatemala,Guatemala,14.382,-90.601,2569,Complex volcano,2021,3,,1,,,,,"L,T",D1,Historical
7544,Tokachidake,Japan,Hokkaido-Japan,43.418,142.686,2077,Stratovolcano,1926,9,8,3,,,,,,D1,Historical
7546,Toya,Japan,Hokkaido-Japan,42.544,140.839,733,Stratovolcano,1944,7,11,,1,,,,P,D1,Historical
7547,La Palma,Spain,Canary Is,28.57,-17.83,2426,Stratovolcano,2021,9,19,3,1,,1345,924,L,D1,Historical
7548,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621,Stratovolcano,1967,11,4,,2,,,,G,D3,Historical
7549,Aogashima,Japan,Izu Is-Japan,32.458,139.759,423,Stratovolcano,1783,4,10,3,7,,61,,T,D4,Historical
7550,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,2021,12,4,4,45,169,2970,20,T,D1,Historical
7551,Hunga Tonga-Hunga Ha'apai,Tonga,Tonga-SW Pacific,-20.553,-175.384,114,Submarine volcano,2022,1,15,5,6,20,284,135.368,W,D1,Historical
7555,Popocatepetl,Mexico,Mexico,19.023,-98.622,5393,Stratovolcano,2022,6,22,2,1,,,,P,D1,Historical
7557,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2022,10,9,2,,,,,"P,W",D1,Historical
7558,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2022,12,4,2,,,,,"P,W",D1,Historical
7559,Semeru,Indonesia,Java,-8.108,112.922,3657,Stratovolcano,2022,12,4,4,,,,,"T,M",D1,Historical
